appln_id;appln_title;appln_abstract
263452;improvement of the reproducibility in consumption measurements by standardisation;the method involves recording input variables such as accelerator position, as fuel consumption during a test, and forming a neural network with the recorded variables, where the network specifies an output variable such as fuel consumption, after a training phase. the output variable is simulated by the network trained at a real vehicle using a standardized target curve and/or a speed curve. the simulated output variable corresponds to the real vehicle such that the vehicle accurately follows the target curve.
284567;filter working on image digital signals for video appliances;a filter acting on digital image signals for apparatus of the video type comprises: at least first and second circuit means (2) and (3) adapted to elect an image edge, each said circuit means comprising at least one inferential circuit (c1 and c2) operating on a fuzzy logic, which has at least first and second input terminals and at least one output terminal, and at least first and second comparison elements (s1,s2,s3,s4) each having first and second input terminals and at least one output terminal, said input terminals being intended for receiving discrete digital signals of an image. the output terminals of the first and second comparison elements (s1 and s2) in the first circuit means (2) are respectively connected to the first and second input terminals of the inferential circuit included to said first circuit means, and the output terminals of the first and second comparison elements (s3 and s4) in the second circuit means (3) are respectively connected to the first and second input terminals of the inferential circuit included to said second circuit means. <image>
285030;low-voltage, very-low-power neural network;"a neural network (1) including a number of synaptic weighting elements (15, 17), and a neuron stage (5); each of the synaptic weighting elements (15, 17) having a respective synaptic input connection (11, 13) supplied with a respective input signal (x1, ..., xn); and the neuron stage (5) having inputs (36, 37) connected to the synaptic weighting elements, and being connected to an output (39) of the neural network (1) supplying a digital output signal (o). the synaptic weighting elements (15, 17) are formed by memory cells programmable to different threshold voltage levels, so that each presents a respective programmable conductance; and the neuron stage (5) provides for measuring conductance (33-35, 43-45) on the basis of the current through the memory cells, and for generating a binary output signal on the basis of the total conductance of the synaptic elements. <image>"
285380;fuzzy filtering method and associated fuzzy filter;"the fuzzy filtering of a noise signal comprising a plurality of signal samples ??s(t,k)?? is carried out using as variables the variation of the signal in the considered window and the distance of the samples from a sample to be reconstructed, so as to distinguish the typical variations of the original signal from those due to the noise and to identify the signal fronts. the method comprises the steps of: defining a current signal sample ??s(t)?? from among the plurality of signal samples; calculating a plurality of difference samples ??d(t,k)?? as difference in absolute value between the current signal sample and each signal sample; defining distance values (k) between the current signal sample and each signal sample; determining weight parameters ??p(k)?? on the basis of the difference samples and the distance values by means of fuzzy logic; and weighing the signal samples with the weight parameters so as to obtain a reconstructed signal sample ??o(t)??. <image>"
339390;method of processing test patterns for an integrated circuit;"there is provided a method of approximating the behaviour of an integrated circuit, the method comprising: (a) applying a set of test patterns to a system for testing or simulating an integrated circuit; (b) applying the set of test patterns to a neural network; (c) comparing the outputs of the system for testing or simulating the integrated circuit and the outputs of the neural network; and (d) adapting parameters of the neural network to approximate the behaviour of the integrated circuit on the basis of the comparison. in particular, the system for testing or simulating the integrated circuit may be an automatic test equipment (ate), and the set of test patterns is applied to the integrated circuit via the automatic test equipment. the invention is based on the idea that the dynamic behaviour of the integrated circuit device can be learnt from a set of random test patterns using a neural network. after the learning process has been completed, the ate is able to perform test pattern classification. the ate may thus select test patterns for subsequent simulation or testing of the integrated circuit. preferably, the selected patterns are further optimized using a genetic algorithm. <image>"
344689;state monitoring for machines and technical equipment;the method involves processing measurement data of a measurement channel in time series of state values with mutually different time bases, and calculating a good value extent in respect of the state values for a time series with an upper limit value and a lower limit value in a monitoring phase. the upper and the lower limit values of the time series are calculated by adding or subtracting half a limit value range to or from a state base value (zr) of the time series respectively. independent claims are also included for the following: (1) an expert system for monitoring technical processes, comprising one measurement channel (2) a computer program product for monitoring technical processes.
358808;method and system for automated analysis of nmr spectra;the inventive system constitutes a fully automatic, parameter free nmr interpretation system based on human logic emulation. the inventive method will derive information mainly from an nmr spectrum with maximum confidence and in a similar way as a human expert. this is achieved by the combination of different expert systems that interpret certain nmr spectral features as well as features from a proposed structure. the expert systems are dynamically linked to each other and the analysis is performed iteratively in all directions in a way that the expert systems can utilize all of the interpretations of all expert systems at all times. the expert system may generate not just a single result but rather lists of probability weighted hypotheses.
359423;method and system for controlling an industrial process;a control system (4) for controlling an industrial process (42), comprises an indicator generator (43) configured to determine at least one fuzzy logic based indicator (z) from the measured process variables (y). the control system (4) further comprises a state estimator (44) configured to determine estimated physical process states ( x ) based on the fuzzy indicator (z). for controlling the industrial process (42), the process controller (41) is configured to calculate manipulated variables (u) based on defined set-points (r) and based on a physical model of the process (42) using the estimated physical process states ( x ). combining a fuzzy logic indicator (z) with a model based process controller (41) makes it possible to provide robust indicators of the process states ( x ) for controlling an industrial process (42) in a real plant situation measured process variables (y) possibly contradict each other.
378557;neuro-fuzzy network architecture with on-line learning capabilities and corresponding control method;"the invention relates to a novel neuro-fuzzy integrated architecture which permits of on-line self-training. the architecture comprises at least one microcontroller (11) of the fuzzy type (fuzzyfier/defuzzyfier), dedicated to fuzzy rules computing and integrated monolythically on a semiconductor together with a non-volatile memory (9). also provided within the same integrated circuit, are a microprocessor (5), a volatile memory unit (2), and an arbiter block (3) which is linked to a bus (4) interconnecting the fuzzy microcontroller (11), the microprocessor (5) and said volatile memory unit (2); the arbiter block (3) acts to control access to the memory unit (2) by the microprocessor (5) or the fuzzy microcontroller (11). an additional fuzzy co-processor (6) is connected between the fuzzy microcontroller (11) and the microprocessor (5) for handling the fuzzy logic operations. <image>"
412916;a method for determining an in-focus position and a vision inspection system;the present invention reistes to a method for determining a difference between a sample position and an infocus position, as well as a vision inspection system. in a first step image data depicting a sample is captured. \n next, a feature set is extracted from the image data. \n thereafter, the feature set is classified into a position difference value, corresponding to the difference between the sample position and the in-focus position, by using a machine learning algorithm that is trained to associate image data features to a position difference value.
441236;latent metonymical analysis and indexing [lmai];abstract the present invention relates to latent metonymical analysis and indexing (lmai) is a novel concept for advance machine learning or unsupervised machine learning techniques, which uses a statistical approach to identify the relationship between the words in a set of given documents (unstructured data). this approach does not necessarily need training data to make decisions on matching the related words together but actually has the ability to do the classification by itself. all that is needed is to give the algorithm a set of natural documents. the method is elegant enough to classify the relationships automatically without any human guidance during the process as shown in figure 6 and 7.
442239;open information extraction from the web;to implement open information extraction, a new extraction paradigm has been developed in which a system makes a single data-driven pass over a corpus of text, extracting a large set of relational tuples without requiring any human input. using training data, a self-supervised learner employs a parser and heuristics to determine criteria that will be used by an extraction classifier (or other ranking model) for evaluating the trustworthiness of candidate tuples that have been extracted from the corpus of text, by applying heuristics to the corpus of text. the classifier retains tuples with a sufficiently high probability of being trustworthy. a redundancy-based assessor assigns a probability to each retained tuple to indicate a likelihood that the retained tuple is an actual instance of a relationship between a plurality of objects comprising the retained tuple. the retained tuples comprise an extraction graph that can be queried for information.
456162;real-time face recognition based on subspace and lvq classifier;a real-time face recognition method based on a subspace and a lvq(linear vector quantization) classifier is provided to authenticate a person with accuracy by using the face of the person and recognize various patterns in addition to faces by using a learning theory. a face region is detected from an image inputted in real time(s10). a maximum-minimum normalization algorithm is applied to the detected face region to generate a normalized image on which illumination correction has been performed. pca(principal component analysis) and lda(linear discriminant analysis) are sequentially applied to high dimensional face image data to convert the face image data into a low dimensional characteristic vector(s30,s40). an lvq neural network is learnt from the characteristic vector of a training image(s50). similarity between a representative vector corresponding to the optimum central vector of each class generated through learning and the characteristic vector of the input image is estimated(s60).
464587;q-metric based support vector machine;a support vector machine ( 110 ) with a q-metric kernel function computer ( 112 ) is provided. the support vector machine ( 110 ) exhibits improved performance for classification and regression. pattern recognition systems ( 100,900 ) that use the support vector machine ( 110 ) are also provided. a differential evolution method of training a support vector machine is also provided.
567038;optical vector multiplier for neural networks;an optical vector multiplier which can carry out calculations in linear algebra with the aid of electro- optical modulators of sandwich construction or liquid- crystal fields, such as occur, inter alia, in neural networks. it can carry out operations in linear algebra as quickly as possible, although the matrix is represented by slow liquid-crystal fields or by electro- optical modulators whose cells can be addressed only serially. furthermore, the multiplier can also use the transposed matrix, can calculate the outer product of two vectors and can store the result matrix of the outer product straight away in the area of the cells of the matrix modulator. as a result of these properties, this arrangement is particularly suitable for the widest range of models of neural network and can also be used in a cascaded design for multi-layer networks. these properties are achieved by two rapid electro-optical modulators of sandwich construction, which represent a vector, being arranged rotated through 90 degrees, and this arrangement is followed by a chess-board-like optical modulator, which represents the matrix. with the aid of the vector modulator arrangement rotated through 90 degrees, the outer product of two vectors can also be formed, the result being determined by a detector matrix. this detector matrix may also be located on the chess- board-like optical modulator, each individual detector cell being located in the vicinity of a cell of the matrix modulator. as a result, the information can be stored locally and processed there. <image>
630056;a device which operates on the neural network principle;the invention relates to a device which operates on the neural network principle, the weights of the synapse connections between the neuron elements being directly digitally addressable. the signals between the elements operating as neurons, which are built up as electronic circuits using light-sensitive inputs and a light- transmitting output, are forwarded as optical signals. the synapse weights, that is to say the strength of the connections between the neurons, are controlled by shadowing devices, each comprising a number of shadowing elements (lcd elements) which are either opaque or at least partly transparent, and are directly digitally addressable. a microprocessor performs the activation of the shadowing devices. in order to distinguish between inhibiting and exciting optical signals, two qualitatively different optical signals (inhibiting and exciting) can be processed in conjunction with an additional shadowing device. <image>
638374;magnetic position sensor;the invention relates to the determination of the position of a moveable system with respect to the vertical defined by gravity, for example the position, frequently of interest medically, of the recumbent human body. a very simple, compact sensor is specified in which there is arranged in a guide chamber permanently connected to the system a freely rolling soft magnetic ball whose position therefore corresponds in each case to the lowermost point of the chamber. the position of the ball is determined by applying a magnetic field to the chamber space, and detecting the field of distortion corresponding to the position of the ball by means of a magnetic field sensor. a plurality of devices for various ranges of angular position are specified for practical implementation in the case of the use of up to three field sensors. a neural network is provided in the case of a plurality of sensors for the purpose of common evaluation of their signals.
1398642;method and system of data analysis using neural networks;"a system and method of computer data analysis using neural networks. in one embodiment of the invention, the system and method includes generating a data representation using a data set, the data set including a plurality of attributes, wherein generating the data representation includes: modifying the data set using a training algorithm, wherein the training algorithm includes growing the data set; and performing convergence testing, wherein convergence testing checks for convergence of the training algorithm, and wherein the modifying of the data set is repeated until convergence of the training algorithm occurs; and displaying one or more subsets of the data set using the data representation. in one embodiment, the data representation is a knowledge filter that includes a representation of an input data set. the representation may be constructed during a training process. in one exemplary embodiment, the training process uses unsupervised neural networks to create the data representation. in general terms, the data representation may include a number of coupled, or connected, hexagons called nodes. considering relevant attributes, two nodes that are closer together may be more similar than two nodes that are further apart."
2456259;switched communications system for televoting services and method of subscriber management of a televoting event in a switched communications system;a switch communications system for televoting services, comprising a plurality of service switching points (ssp's) (4) a service control point (scp) (8) and a service management system (sms) (10) connected to the scp for the deployment and management of an executable service logic programming instance (slpi), the sms, scp and the plurality of ssp's together forming an intelligent network. the switched communications system further comprises a file server (24) connected to the sms and to the scp, and a subscriber terminal connected to the server via the telephone network and adapted to enable the entry of scheduling information for the scheduling of the televoting event and to transmit the scheduling information to the sms.
3347510;a pattern recognition device using an artificial neural network for context dependent modelling;a pattern (for example speech) recognition device comprising an artificial neural network set-up having k x m output units and provided for calculating probabilities of observing a feature vector (xt) (12) on a class (qk) (1 </= k </= k) (11) conditioned on predetermined contextual models (cm) (1 </= m </= m) (17), each of said classes being represented by at least one model belonging to a finite set of models (m) governed by statistical laws. said neural network set-up is splitted into a first neural network having k output units and being provided for calculating a posteriori probabilities of said class (qk) given said observed vector (xt), and at least one further neural network having m output units and provided for calculating a posteriori probabilities of said contextual models, conditioned on said class.
3360622;material temperature elevating method for oven, involves determining non-linear hysteresis or linear curve of temperature elevation to material and/or radiated materials by artificial intelligence;the method involves determining non-linear hysteresis or linear curve of temperature elevation to a material and/or radiated materials by an artificial intelligence. microwave or high frequency radiations are managed with respect to limited points of the hysteresis curve or linear curve by the artificial intelligence. the radiations are active and combined with a heating method, where the radiations have a frequency between one hundred to three thousand hertz.
3361204;compressed air installation control method, uses controller employing neural network or fuzzy technique;at least one neural network (8) and/or fuzzy technique are used as self-adapting modeling and optimalization techniques in at least one controller (7). the installation (1) comprises at least one controllable component (2), at least one measuring device (4) and at least one controller for controlling the component depending on the measurement data.
3394943;matrix coder;this coder is designed for computer facilities and artificial intelligence systems and constitutes a supplementary innovation to inventor's certificate no. 46724. it is universal and can replace many intelligence reading, recording and erasing systems, which use conventional methods. the matrix coder consists of crossed x- and y- buses, where the y buses are doubled, and their respective memory components are connected via diodes to the x buses at one point.<image>
3395548;optical n x n switches;the switch is designed for neural networks in computation and communication engineering. it is characterized by improved manufacturing technology, compactness and adjustment. the switch-over unit contains multiple equidistantly positioned in more than one row, electro-controlled elements 1i. they display a full inner light reflection and are formed by two transparent electrodes 2i with the space between them filled with a liquid crystal. the electro-controlled elements 1i are shaped on the contacting surfaces of each two adjacent light prisms 3i.<image>
3897768;system and device for object detection and identification using gamma, x-ray and/or neutron radiation;the invention belongs to systems of identification of remote objects by detect҄ing gamma, x-ray and neutron radiations, particularly, to systems allowing to identify objects that are concealed or forbidden to transfer, for example, at customs, checkpoints etc.. the task of the present invention is to create mobile and simultaneously high capacity objects monitoring and identification system. moreover, invention task is to make it possible to develop distributed multilevel system, as for departmental usage, and open system for common usage. the set problem is solved by that the detection unit is made separately with a micro controller and data transfer device, the preprocessing unit is supplied with a channel for data acquisition from detection unit, and processor, and display unit and two-way channel of communication with object identification expert system. the set problem is solved by that the information processing unit is made of two hierarchic separate parts, interconnected by communication channel, one of which is preprocessing unit/units, and second part is expert system, that in case of need can connected by communication channel with the first part, and is located separately with all preprocessing devices service capability.
3897776;method of object identification;"the invention belongs to the field of remote object identification by its passive and/or active radiation, namely, the systems allowing to identify objects including the concealed ones. the goal of the invention under consideration is to develop a mobile and yet highly-efficient object detection and identification system by gamma, x-ray and neutron radiation. besides, the other objective of the proposed invention is to make it possible to create a distributed multilevel system for a departmental use as well as an open system for common use. the problem put by is solved as follows: the expert system is designed to be multilevel. at a low level, the capacity of the portable computer sensor of the expert system is used; at a higher level - functioning of the local network of the expert system through communication links is realized; and the next level represents the global specialized expert system performance in real time. the transference from a lower level to a higher level takes place in the case of an object identification vagueness. there are other differences from the prototype. thus, usage of all the features allows to solve the set problem - to develop a mobile yet highly efficient object registration and identification system."
4235900;digital servo-valve;an hydraulic rotary valve is provided which permits the accurate control in an open loop system of the position of a valve plate in the rotary valve for directing the flow or pressure between multiple flow paths. mechanical centering means are provided for returning the valve plate to a predetermined closed position whenever power is turned off or lost to a stepper motor comprising valve actuating means. a stepper motor is linked to the valve plate and machine intelligence means for controlling the operation of the stepper motor are provided, including means for registering the position of the valve plate when mechanically returned to a predetermined closed position, determining the required number of electrical pulses at the desired frequency sufficient to activate the stepper motor for a predetermined number of degrees of rotation of the output shaft to advance or return (in clockwise or counterclockwise rotation) the valve plate to a desired position. no feed back sensors are required to constantly measure the actual position of the valve plate.
4246804;expert system and method for making decisions in accordance with the decisions of a mentor;this invention relates to an expert system and method for decision making using computer generated paramorphic models of an expert's decisional process within the sphere of a specific problem, whereby the computer system of this invention is able to generate an internal representation of the logical processes of the expert, derived from representative decisions of the expert.
4259754;method for obtaining information in an expert system;at9-86-007 a method for use in an expert system which selectively allows the system to avoid asking the user a question by providing the answer to that question based on related information that may have been previously attained in the system. the method involves providing an action attribute that can be attached to any node in the rule tree. the attribute is assigned to a node in the tree which provides an answer to a class question based on processing various other dependent nodes. when the answer is obtained, the action attribute then causes all other dodes in she rule base referencing the same class question to be set to the same answer. the user is therefore only requested to supply information as a last resort.
4306265;expert system or production rule processor;many attempts have been made to design a suitable computer architecturefor processing production systems in parallel and/or in real time. this invention is a processor that can execute production systems such as expert systems or rule based algorithm in real time by processing the rules in parallel. it is based on an arrangement of special gates that permit the firing of several rules concurently. it also does the match of the premisses of rules with the input or conclusions of fired rules in parallel. once programmed with a production system, the arrangement of gates becomes an analog processor for that particular production system. several variation or improvement are possible for application to particular fields such as control systems, expert systems, logic programming. the differences permit simpler designs when backward chaining, negation or arithmetic capabilities are not needed.
4327807;mobile user position locating system;a method and system for locating a mobile user of one or more mobile users while on a call in a wireless telecommunication network utilizes a decision network that determines if the call signal is propagating through a repeater station. when the call is propagating through a repeater station, the decision network alters the signal measurement parameters to correspond with the location of the mobile user relative to the repeater station co-ordinates. by revising signal measurement parameters to compensate for repeater stations, the present invention provides for improved position estimates of the location of the mobile user in the network. for multiple cell soft handoff conditions, the decision network utilizes trained neural networks.
4335750;neural network signal processor;a neural network signal processor (nsp) (20) that can accept, as input, unprocessed signals (32), such as those directly from a sensor. consecutive portions of the input waveform are directed simultaneously to input processing units, or 'neurons' (22). each portion of the input waveform (32) advances through the input neurons (22) until each neuron receives the entire waveform (32). during a training procedure, the nsp 20 receives a training waveform (30) and connective weights, or 'synapses' (28) between the neurons are adjusted until a desired output is produced. the nsp (20) is trained to produce a single response while each portion of the input waveform is received by the input neurons (22). once trained, when an unknown waveform (32) is received by the nsp (20), it will respond with the desired output when the unknown waveform (32) contains some form of the training waveform (30).
4377565;neural networks;the present invention relates to adaptive information processing systems, and in particular to associative memories utilizing confidence- mediated associations, and especially neural network systems comprising an auto-organizational apparatus and processes for dynamically mapping an input onto a semantically congruous and contemporaneously-valid, learned response. in particular the present invention relates to such an associative memory system in which provision is made for improving the congruence between an associative memory, by impressing a desired response on an associative memory mamapping based on complex polar values.
4398912;automatic controlling device of burners of a shaft furnace utilizing fuzzy logic;a shaft furnace for melting solid copper into molten copper has so far been controlled by manual operation with reference to the actual storage quantity of the building furnace. the burner air pressure of each zone of the shaft furnace is controlled by the actual storage quantity and the time change of it using fuzzy logic. the temperature of the molten copper is adopted as another input signal. the proportion of burner air pressure of the zones is revised by the temperature of the molten copper. automatic control based upon the present invention decreases the fluctuation of the storage quantity of the holding furnace.
4401168;artificial intelligence pattern-recognition based noise reduction system for speech processing;a system is provided to reduce noise from a signal of speech that is contaminated by noise. the present system employs an artificial intelligence that is capable of deciding upon the adjustment of a filter subsystem by distinguishing between noise and speech in the spectrum of the incoming signal of speech plus noise. the system does this by testing the pattern of a power or envelope function of the frequency spectrum of the incoming signal. the system determines that the fast changing portions of that envelope denote speech whereas the residual is determined to be the frequency distribution of the noise power. this determination is done while examining either the whole spectrum, or frequency bands thereof, regardless of where the maximum of the spectrum lies. in another embodiment of the invention, a feedback loop is incorporated which provides incremental adjustments to the filter by employing a gradient search procedure to attempt to increase certain speech-like features in the system's output. the present system does not require consideration of minima of functions of the incoming signal or pauses in speech. instead, the present system employs an artificial intelligence system to which is input the envelope pattern of the incoming signal of speech and noise. the present system then filters out of this envelope signal the rapidly changing variations of the envelope over fixed time windows.
4422017;parametric control device;an adaptive control system for mechanical and dynamic systems being transferred from an initial to a desired final state by control devices. the control system comprises an adaptive contraller (e. g. in the form of an artificial neural network) for providing scaling parameters p, from inputs to the controller of coordinates for desired final and initial states, to a function generator which provides prototypical time functions scaled by the above parameters, those signals being provided directly via connections to the control devices which generate the required control signals. the adaptive control system may be used for a robotic manipulator having a number of rigid links interconnected by joints, the links being moveable by actuators. the manipulator's kinematics and dynamics, including joint interaction effects, are taken into account by this adaptive control system and it controls a manipulator's movements without the need for any real-time feedback circuity or any explicit calculations of inverse kinematics or inverse dynamics.
4448634;method and apparatus for color recognition and improved color reproduction;11 this invention is a method and apparatus for the recognition of colors. the method is based on the mapping of the three color primaries onto the chromaticity diagram. the color is identified according to a set of rules described in the patent. the method can be utilized for selective color adjustment to produce true-to-life color images. the method can also be applied to the recognition of objects according to color in machine vision problems. a method for collecting color primaries for a specific color tone is described in the patent. these values are then transformed into the non-physical primaries of the chromaticity diagram (x,y) which are then used as training data to a neural network classifier.
4469696;system for assessing air quality;system for assessing the presence of gases and physical components in air, comprisinga number of different sensors, each sensitive to one or more different gases and/or physical components and each able to supply a signal varying with the concentration of the respective gases or physical components concerned, and means for processing the signals supplied by said sensors. said processing means are embodied as a neural network to which the sensors are connected, in which all sensor signals are combined into one single output value, which network is adapted and programmed during a learning period in which the output value obtained for predetermined air samples is repeatedly compared with a similar value supplied by a reference panel of trained human beings or animals for the same air samples until both values are within a predetermined margin identical.
4470580;method and apparatus for high resolution three dimensional scanning and non-linear assessment of surfaces;a method and an apparatus are provided for automatically scanning and assessing surfaces, where the scanning is in three dimensions and with resolution in the micrometer range, and the assessment is performed by way of a neural network executed in real time, in parallel to the pointwise scanning of the surface under examination. infrared laser light is used for scanning and obtaining the lateral coordinate z is achieved by keeping track of the voltage required to keep the laser light beam focused on the surface under examination, relative to a known initial condition. longitudinal and latitudinal coordinates x and y are obtained by keeping track of number of steps required to turn the actuators' shafts to a given angle, in relation to a known initial condition. a neural network is used for solving the problem of pattern classification, its calculations based on stored table of parameters (weights) that are prescribed during the development stage of the apparatus. the assessment decisions are made by way of superimposing the results of neural network calculations to a key-map of outcomes, stored in memory. it is suggested that different attachments are used to accommodate a multitude of different applications with one base unit.
4494941;method and apparatus for automatically and reproducibly rating the transmission quality of a speech transmission system;"a method for automatically and reproducibly rating the transmission quality of a speech transmission system, comprising the steps of: generating a test signal containing a predetermined recorded voice signal; transmitting the test signal by the speech transmission system from a transmitting end to a receiving end; extracting characteristic values from the received test signal; determining a differential pattern corresponding to the difference between the characteristic values and predetermined reference values; and feeding the differential pattern to a neural network that has been trained for classifying patterns according to a number of predetermined transmission quality classes."
4504483;heat pump system;the presence of heat pump systems has been with us for decades. the science of energy management and today's environmental awareness prompted us to device a new heat pump system especially tailored to the domestic hot water market. 'simplicity' is the key feature of this system| it embodies a small compressor, a tiny circulator, a heat exchanger, and an evaporator. a portion of the evaporator is wrapped around the compressor thereby extracting heat from the compressor, while the heat exchanger transfers the heat to the circulating water. a fuzzy logic control is used to optimize the system.
4511000;fuzzy logic controller;this invention relates to the design and implementation of real-time knowledge-based fuzzy controller system for general purpose industrial applications. the controller is implemented in three technological bases (software, vlsi and neural network). in another aspect the invention relates to the design of an intelligent system which implements decisionmaking procedure based on approximation, association and reasoning with fuzzy patterns and their clearness assessments rather than the use of max-min computation over fuzzy relational matrices usually applied in approximate reasoning procedures in similar systems. according to this design the fuzzy controller is a device which operates at the level of fuzzy pattern processing where each control task is expressed through the attributes of fuzzy patterns (syntax and content, domain and clearness measure), and the elementary cognitive activities which the human performs with these patterns such as: recognition, generation, assessment, association, pattern matching, approximation, etc. the fuzzy controller utilizes a new scheme for approximate reasoning with fuzzy patterns called the clearness transformation rule of inference (ctri). this mechanism offers a spectrum of advantages broadening the functional intelligence of the controller to handle complex human tasks, improving the performance and accuracy of the controller and reducing the computational requirements. the fuzzy controller presented in the invention can be applied in general engineering practice, financial, medical, process control, pattern recognition and other areas requiring knowledge-based bahaviour in decision making.
4513621;method of predicting residual chlorine in water supply systems;"a method of configuring an artificial neural network for predicting residual chlorine concentration in water contained in a storage tank of a water supply system, the storage tank having an inlet for admitting water into the tank and an outlet for discharging water from the tank. the method of the invention comprises the steps of (a) collecting historical data representative of selected operational and water quality parameters associated with chlorine demand in the tank; (b) scaling the data collected in step (a); (c) organizing the data scaled in step (b) in the form of a set of time-lagged data; and (d) processing the data organized in step (c) through an artificial neural network having a plurality of nodes arranged to define an input layer, an output layer and at least one hidden layer therebetween, by scanning a window over the set of data, the window having a size corresponding to a sub-set of the data, to associate a predicted value with a respective one of the sub-sets scanned by the window, the predicted value being representative of the residual chlorine concentration at the tank outlet. step (d) is repeated while varying the size of the window and the number of nodes of the at least one hidden layer so as to optimize the predicted value. the artificial neural network is thus configured to recognize a set of data processed therethrough as corresponding substantially to one of the sub-sets of data and to associate with the recognized set of data the optimized predicted value associated with the subset of data."
